"","V1","city","gu","ad_dong","id","adstrd_code","cul_mean_amt","hel_mean_amt","medi_mean_amt","mean_commerce","conv_dep","mean_dep","bus_sum","wdoverwk","sub_sum","cluster","highsat","satis_ind"
"319",319,"서울특별시","동작구","신대방2동",1120070,1159068000,10.258358662614,7.19188191881919,228.230379746835,1067.78387096774,118.201561817917,412.616899838556,28,1.24624794223338,0,2,0,0.492747955869388
"320",320,"서울특별시","관악구","보라매동",1121052,1162052500,8.95637583892617,1.72727272727273,65.3112701252236,705.238202247191,173.753992445278,476.915090452722,24,1.13758728880969,0,2,0,0.507508608407926
"321",321,"서울특별시","관악구","청림동",1121054,1162054500,1.78260869565217,3.76,32.627254509018,341.372881355932,202.254129284993,514.37647127527,6,1.01804453154582,0,2,0,0.488077036860169
"322",322,"서울특별시","관악구","성현동",1121079,1162056500,5.28125,2.48076923076923,43.0334572490706,362.501650165016,138.17947533215,535.152498938009,30,1.01996926223287,0,2,0,0.544531145570761
"323",323,"서울특별시","관악구","행운동",1121057,1162057500,13.2897435897436,4.92727272727273,117.111111111111,1393.36451612903,228.750383563093,560.81897185395,16,1.08952233441751,1,3,0,0.725870148584294
"324",324,"서울특별시","관악구","낙성대동",1121058,1162058500,19.2403846153846,31.0258064516129,97.4081346423562,906.268792710706,265.676191547585,586.132114787949,34,1.08978356291399,0,3,0,0.623839775012965
"325",325,"서울특별시","관악구","청룡동",1121080,1162059500,15.9267734553776,3.52892561983471,146.260233918129,1402.35123042506,226.317291554923,749.093387312452,13,1.0770466014557,0,3,0,1.01641861268674
"326",326,"서울특별시","관악구","은천동",1121078,1162060500,10.5083612040134,1.26923076923077,75.681338028169,814.215246636771,192.656039924137,565.590741622739,40,1.05542813332198,1,2,0,0.609432296675853
"327",327,"서울특별시","관악구","중앙동",1121061,1162061500,6.94525547445255,5.44094488188976,138.220461095101,722.151041666667,200.2353738864,678.386523277483,7,1.06634142969645,1,2,0,0.669822010112452
"328",328,"서울특별시","관악구","인헌동",1121062,1162062500,112.757383966245,2.23188405797101,135.176882661997,1138.76774193548,281.258187997269,499.357778621476,24,1.06420987257211,0,3,0,0.691879919691567
"329",329,"서울특별시","관악구","남현동",1121063,1162063000,15.8787878787879,6.86842105263158,67.1984126984127,695.914489311164,255.396217204301,718.205238393182,7,1.08638495403017,1,3,0,0.841558292853873
"330",330,"서울특별시","관악구","서원동",1121064,1162064500,40.2443438914027,1.48936170212766,89.6973094170404,1354.02903225806,138.574357671638,500.385237878254,22,1.0147275270848,0,2,0,0.552646266376783
"331",331,"서울특별시","관악구","신원동",1121065,1162065500,4.08108108108108,1.22222222222222,47.4685430463576,695.222580645161,164.9799218484,480.747576913953,10,1.05768406939212,0,2,0,0.490418478942527
"332",332,"서울특별시","관악구","서림동",1121066,1162066500,5.83829787234043,9.58208955223881,66.511811023622,1121.16129032258,252.906148006229,503.489889112228,24,1.04705844707661,0,3,0,0.631782466258735
"333",333,"서울특별시","관악구","신사동2",1121068,1162068500,15.464406779661,2.85567010309278,90.6506024096386,1230.50967741935,190.220928008964,831.99492996281,0,1.20416594256983,0,2,0,0.876113272705159
"334",334,"서울특별시","관악구","신림동",1121069,1162069500,27.042071197411,22.6516853932584,200.726698262243,1845.9,224.114876449451,720.26025765404,15,1.14551767407361,1,3,0,0.869566654201268
"335",335,"서울특별시","관악구","난향동",1121071,1162071500,2.58947368421053,2.12820512820513,36.8961303462322,157.583126550868,132.259948636111,475.936555762185,15,1.00933867673724,0,2,0,0.471431863512297
"336",336,"서울특별시","관악구","조원동",1121072,1162072500,14.8135593220339,1.98666666666667,113.794782608696,903.622580645161,207.615951730151,554.16393116764,21,1.27615473502919,0,2,0,0.590828922265071
"337",337,"서울특별시","관악구","대학동",1121073,1162073500,44.3311475409836,6.23308270676692,145.670473083197,2406.05120481928,120.094590021829,402.914200875556,52,1.17649453805949,0,2,0,0.535939286933632
"338",338,"서울특별시","관악구","삼성동",1121082,1162074500,1.59047619047619,1.35897435897436,41.6603773584906,431.867741935484,98.0993229850829,306.416218598957,31,1.01112372130057,0,2,0,0.382779303084062
"339",339,"서울특별시","관악구","미성동",1121083,1162076500,5.35740072202166,2.99029126213592,72.9709724238026,687.112107623318,200.104860793874,520.102382947249,38,1.08127040547307,0,2,0,0.558935183130465
"340",340,"서울특별시","관악구","난곡동",1121081,1162077500,7.47528517110266,1.78947368421053,74.8984509466437,786.474193548387,135.754519478386,579.16785992437,21,1.03198875179127,0,2,0,0.599240580412737
"341",341,"서울특별시","서초구","서초1동",1122051,1165051000,12.6611842105263,12.0566037735849,102.1380798274,989.48322147651,245.494030364925,868.949888255774,31,1.25664159517819,3,3,1,1.09811160142461
"342",342,"서울특별시","서초구","서초2동",1122052,1165052000,9.70253164556962,18.4329896907216,205.058359621451,975.627826086956,274.700517880189,858.851983238876,45,1.78583577526625,0,3,1,1.17000240803779
"343",343,"서울특별시","서초구","서초3동",1122053,1165053000,24.5819935691318,4.42948717948718,190.240673886883,1882.62444444444,239.136275801921,848.928462730134,69,1.51627758350892,1,3,1,1.41030632781467
"344",344,"서울특별시","서초구","서초4동",1122054,1165053100,34.0236686390533,10.6950354609929,321.998774509804,1045.42808219178,338.920575819606,942.659132882822,39,1.25683480984771,0,3,1,1.50140108229319
"345",345,"서울특별시","서초구","잠원동",1122055,1165054000,8.51202749140893,3.20869565217391,151.73745819398,927.990888382688,254.394923578819,782.500086930842,22,1.12662213220053,1,3,1,1.05758110819394
"346",346,"서울특별시","서초구","반포본동",1122056,1165055000,1.6551724137931,1,21.0991189427313,269.477419354839,132.695823964834,460.775641066867,4,1.12256650028771,0,2,1,0.451046988669302
"347",347,"서울특별시","서초구","반포1동",1122057,1165056000,6.06818181818182,4.31034482758621,160.609442060086,915.55125284738,418.627975097895,898.784861632479,22,1.18669587985076,1,3,1,1.26846184840374
"348",348,"서울특별시","서초구","반포2동",1122058,1165057000,1,1.24242424242424,53.1627906976744,238.503562945368,671.838042336736,1568.54742944393,19,1.04052214223676,0,3,1,3.48462337229419
"349",349,"서울특별시","서초구","반포3동",1122059,1165058000,4.33910034602076,7.25,125.840290381125,1213.52038369305,533.389511242217,1019.48088856084,13,0.959075025228136,0,3,1,1.48945644366528
"350",350,"서울특별시","서초구","반포4동",1122060,1165058100,15.080684596577,3.06542056074766,438.3425,2073.66840277778,277.811059829264,696.531380312583,32,1.11994363299732,2,3,1,1.16090504618946
"351",351,"서울특별시","서초구","방배본동",1122061,1165059000,4.51006711409396,2.77966101694915,70.1447028423773,543.779043280182,300.004836755753,798.579187702597,22,1.1560771846004,0,3,1,1.03415662700857
"352",352,"서울특별시","서초구","방배1동",1122062,1165060000,22.3877551020408,4.76666666666667,128.178260869565,671.923456790124,247.118593925504,785.139567930849,19,1.34999734677582,1,3,1,1.01289278120553
"353",353,"서울특별시","서초구","방배2동",1122063,1165061000,15.5454545454545,4.46311475409836,38.1322188449848,500.548693586698,228.14897683254,739.064260502799,32,1.14442836043153,1,3,1,0.918538127957733
"354",354,"서울특별시","서초구","방배3동",1122064,1165062000,2.05960264900662,3.91363636363636,76.0329153605016,534.209677419355,323.644003448377,703.589402374931,46,1.22905979602113,1,3,1,0.922334809240223
"355",355,"서울특별시","서초구","방배4동",1122065,1165062100,7.19217081850534,23.6862745098039,121.478421701603,788.932258064516,253.873298121461,815.612853919305,25,1.23819792017261,0,3,1,0.942004480142681
"356",356,"서울특별시","서초구","양재1동",1122066,1165065100,20.4426751592357,4.61818181818182,164.802649006623,1272.430523918,194.205798310868,658.605401007051,71,1.37074922085538,1,2,1,0.800315703760746
"357",357,"서울특별시","서초구","양재2동",1122067,1165065200,19.2861445783133,8.31578947368421,109.63503649635,1613.09719222462,204.039367853,733.313784145329,51,1.20922580574968,0,2,1,0.837264596207105
"358",358,"서울특별시","서초구","내곡동",1122068,1165066000,2.88505747126437,1.63636363636364,29.5017064846416,290.405487804878,328.102782624787,873.69791849579,60,1.10315035722715,0,3,1,1.24651537752541
"359",359,"서울특별시","강남구","신사동1",1123051,1168051000,22.9950495049505,5.62173913043478,319.634730538922,1292.17857142857,196.653336726914,614.171917069915,0,1.17954611485026,0,2,1,0.685137389225441
"360",360,"서울특별시","강남구","논현1동",1123052,1168052100,450.573248407643,6.52118644067797,301.808877928483,2055.72437357631,126.22757020818,661.710482738175,18,1.45832457882094,2,1,1,1.36985104588806
"361",361,"서울특별시","강남구","논현2동",1123053,1168053100,35.8295964125561,10.8158844765343,222.99067357513,1587.03644646925,161.432527617148,685.63005249318,26,1.59008743654633,2,2,1,0.737136316401759
"362",362,"서울특별시","강남구","압구정동",1123077,1168054500,22.4453781512605,5.61325966850829,250.016094420601,1128.32530120482,277.709428272082,704.667708292705,20,1.14050368584919,0,3,1,0.985155088750343
"363",363,"서울특별시","강남구","청담동",1123078,1168056500,4.26488095238095,9.74315068493151,173.391211146838,1179.3801843318,294.491793314232,908.931396220623,22,1.14314360533199,0,3,1,1.27925577068874
"364",364,"서울특별시","강남구","삼성1동",1123058,1168058000,58.3126436781609,14.5438596491228,114.951960784314,2066.7539543058,255.760818768623,831.454314478922,29,1.33820534297913,3,3,1,1.08035107728215
"365",365,"서울특별시","강남구","삼성2동",1123059,1168059000,11.1269349845201,6.85606060606061,136.688243064729,1343.47380410023,281.9972172426,959.1640751955,22,1.78302073062974,4,3,1,1.32751592026424
"366",366,"서울특별시","강남구","대치1동",1123060,1168060000,10.8838951310861,2.91666666666667,158.731517509728,667.876712328767,775.073994607089,1271.62503682859,16,1.10284960571528,0,3,1,2.29790486433819
"367",367,"서울특별시","강남구","대치2동",1123079,1168061000,9.85664335664336,7.76646706586826,113.469248291572,1256.68109339408,345.930858776157,785.632432424906,30,1.35880441491351,2,3,1,1.02826782319139
"368",368,"서울특별시","강남구","대치4동",1123063,1168063000,34.2413793103448,6.14102564102564,132.980351602896,1263.09756097561,179.507691422352,700.002762810238,16,1.34651117441814,0,2,1,0.735632385535507
"369",369,"서울특별시","강남구","역삼1동",1123064,1168064000,72.3629191321499,46.1057142857143,587.891282051282,4913.47494553377,165.679519484242,794.007318163404,41,1.76955475330538,2,2,1,1.00693638572764
"370",370,"서울특별시","강남구","역삼2동",1123065,1168065000,13.7137546468401,13.1912751677852,215.422727272727,1505.34389140271,340.07547704086,977.637491179646,26,1.56970341970843,0,3,1,1.4619462040014
"371",371,"서울특별시","강남구","도곡1동",1123066,1168065500,4.28708133971292,4.88333333333333,301.907995618839,995.807817589577,303.535646519366,786.041519119814,23,1.42843250140379,1,3,1,1.14450150561532
"372",372,"서울특별시","강남구","도곡2동",1123067,1168065600,5.24621212121212,3.76470588235294,128.116487455197,740.080760095012,510.926860889939,1082.17200845971,22,1.28305774751164,1,3,1,1.66389799057761
"373",373,"서울특별시","강남구","개포1동",1123068,1168066000,1.33333333333333,1.32142857142857,6.03424657534247,60.8707865168539,352.76812283056,662.130502648276,17,1.15416976503658,0,3,1,0.780219551272339
"374",374,"서울특별시","강남구","개포2동",1123080,1168067000,6.33840304182509,1.71074380165289,52.835538752363,304.420427553444,417.432601308231,835.164882029032,31,1.09537344445478,0,3,1,1.10518684802898
"375",375,"서울특별시","강남구","개포4동",1123071,1168069000,7.15384615384615,1.734375,77.3959938366718,511.227906976744,126.824786989956,510.688501545698,32,1.29433531229207,0,2,1,0.54381778256476
"376",376,"서울특별시","강남구","세곡동",1123076,1168070000,5.4765625,2.0952380952381,79.8213762811127,668.853711790393,165.54553983975,628.667010242424,64,1.1315838500037,0,2,1,0.716274409915018
"377",377,"서울특별시","강남구","일원본동",1123072,1168072000,1.14634146341463,6.77551020408163,560.982229402262,651.389521640091,352.34762279364,810.077623903704,30,1.31234798153695,1,3,1,1.34238351696908
"378",378,"서울특별시","강남구","일원1동",1123073,1168073000,10.6585365853659,2.56862745098039,99.2841121495327,302.952164009112,139.604907469199,634.357259405028,15,1.12811443078894,0,2,1,0.631704020825094
"379",379,"서울특별시","강남구","일원2동",1123074,1168074000,-58.1391720753469,12.4710743801653,61.2894248608534,349.705463182898,290.650000215855,785.952234262816,10,1.07014764047051,1,3,1,0.88252464907027
"380",380,"서울특별시","강남구","수서동",1123075,1168075000,5.71590909090909,1.64615384615385,119.317589576547,811.558194774347,238.882591437948,728.135472275122,17,1.15868404033673,1,3,1,0.946485731570703
"381",381,"서울특별시","송파구","풍납1동",1124051,1171051000,3.63786008230453,1.22222222222222,39.2752293577982,309.051612903226,168.808630800167,479.228839286667,6,1.02600375333518,0,2,1,0.47169695904712
"382",382,"서울특별시","송파구","풍납2동",1124052,1171052000,2.4954128440367,8.38235294117647,851.883509833585,650.515734265734,256.204992895153,611.11924283805,22,1.22206309865134,0,3,1,1.11900954537354
"383",383,"서울특별시","송파구","거여1동",1124053,1171053100,5.38545454545455,2.24444444444444,23.6374045801527,409.27397260274,206.072026647166,522.602040228272,5,1.04321121781632,1,2,1,0.491967644033476
"384",384,"서울특별시","송파구","거여2동",1124054,1171053200,4.84191176470588,8.27868852459016,109.101361573374,405.324742268041,168.858299629364,543.65328611424,11,1.13382083189562,0,2,1,0.522054521412354
"385",385,"서울특별시","송파구","마천1동",1124055,1171054000,2.97457627118644,1.08333333333333,38.593023255814,326.870192307692,133.90262433917,363.944031657295,14,1.04969913297677,1,2,1,0.394820803197188
"386",386,"서울특별시","송파구","마천2동",1124056,1171055000,8.25342465753425,1.22222222222222,72.6775067750678,648.648387096774,184.918681129971,398.736294849164,10,1.0220448203481,0,2,1,0.434589445431693
"387",387,"서울특별시","송파구","방이1동",1124057,1171056100,7.87540983606557,2.60185185185185,85.1889081455806,424.672209026128,239.320764265873,613.023061151202,8,1.10109092669084,1,3,1,0.733224663777586
"388",388,"서울특별시","송파구","방이2동",1124058,1171056200,37.794952681388,17.4176829268293,116.957908163265,1208.99316628702,190.033309892987,684.997162566127,14,1.1004301490471,1,2,1,0.63540464357726
"389",389,"서울특별시","송파구","오륜동",1124059,1171056600,1.5,14.7833333333333,36.8548387096774,309.598574821853,436.718032122559,719.81655117732,25,1.11101308256131,3,3,1,0.773400402825992
"390",390,"서울특별시","송파구","오금동",1124060,1171057000,7.31410256410256,8.38150289017341,60.9902370990237,786.876993166287,190.080209697936,569.555927780459,35,1.11811193017326,2,2,1,0.558481088887051
"391",391,"서울특별시","송파구","송파1동",1124061,1171058000,13.5028248587571,3.47272727272727,94.4947643979058,764.703619909502,187.041487388996,656.307123370642,11,1.11462937369462,0,2,1,0.658900554739938
"392",392,"서울특별시","송파구","송파2동",1124062,1171059000,1.08333333333333,1.45901639344262,72.9030418250951,379.435079726652,252.190099510426,706.958563586658,9,1.18824257155745,0,3,1,0.866996686856404
"393",393,"서울특별시","송파구","석촌동",1124063,1171060000,16.9024390243902,8.51660516605166,200.574825174825,1373.86104783599,216.797791330386,640.047933115329,18,1.09237328902089,2,3,1,0.828638168254771
"394",394,"서울특별시","송파구","삼전동",1124064,1171061000,9.92651757188498,4.19327731092437,104.35773480663,1125.89567430025,201.865549942475,590.463099127885,12,1.08306862844886,1,2,1,0.597860522969499
"395",395,"서울특별시","송파구","가락본동",1124065,1171062000,29.776357827476,5.80128205128205,156.815662650602,897.434004474273,209.512886535912,665.661561998239,25,1.30278376099928,1,2,1,0.697788096723341
"396",396,"서울특별시","송파구","가락1동",1124066,1171063100,1.64,1.68,73.0085348506401,772.508235294118,396.062581318278,1108.38600309639,10,1.18628572696319,3,3,1,1.62031416735807
"397",397,"서울특별시","송파구","가락2동",1124067,1171063200,11.010101010101,2.4375,169.509225092251,677.070615034169,217.146912531525,614.494642119094,22,1.18413518944286,1,3,1,0.80858394037522
"398",398,"서울특별시","송파구","문정1동",1124068,1171064100,6.90714285714286,1.84146341463415,51.8920972644377,636.022580645161,203.133220907621,651.275678137972,17,1.37916469543773,0,2,1,0.652098624407216
"399",399,"서울특별시","송파구","문정2동",1124069,1171064200,32.6320346320346,14.8830769230769,201.448315911731,2726.78162911612,192.52812732863,748.813000489079,18,1.2377173554939,2,2,1,0.817097657696559
"400",400,"서울특별시","송파구","장지동",1124081,1171064600,8.9020979020979,2.76851851851852,89.3667820069204,777.28701594533,186.706468791363,637.055117259601,39,1.08857767136107,0,2,1,0.686823330737523
"401",401,"서울특별시","송파구","위례동",1124082,1171064700,1.26470588235294,1.43589743589744,39.0567765567766,336.049881235154,296.525467846436,735.031961825683,39,1.03912462603158,1,3,1,0.943005727080352
"402",402,"서울특별시","송파구","잠실본동",1124071,1171065000,44.1339491916859,25.24375,272.192307692308,2217.62903225806,193.760471208421,704.124158748803,11,1.10403468941904,1,2,1,0.703098217989493
"403",403,"서울특별시","송파구","잠실2동",1124079,1171067000,37.4929577464789,13.062015503876,115.829525483304,481.321428571429,538.815714354021,1213.71120765248,7,1.03013660725325,0,3,1,1.8235611626019
"404",404,"서울특별시","송파구","잠실3동",1124080,1171068000,96.2666666666667,1.9125,89.5917721518987,1145.15743944637,399.801246105908,813.587484705899,19,1.03257132976117,1,3,1,1.09227378933685
"405",405,"서울특별시","송파구","잠실4동",1124075,1171069000,45.9728127734207,1.51898734177215,80.9829867674858,284.550868486352,469.390565489373,1062.14891963009,7,1.35450529896832,1,3,1,1.50211894044644
"406",406,"서울특별시","송파구","잠실6동",1124077,1171071000,139.602564102564,15.4926470588235,187.443468715697,1825.89713322091,285.614844515515,651.93024040852,15,1.24265750005734,3,3,1,0.796070810890522
"407",407,"서울특별시","송파구","잠실7동",1124078,1171072000,0.103973022611327,2.58241758241758,26.4244031830239,192.930656934307,312.510529129187,661.340750633654,3,1.19915788412133,2,3,1,0.737918962877201
"408",408,"서울특별시","강동구","강일동",1125051,1174051500,3.81770833333333,1.63333333333333,61.4813664596273,921.254838709677,157.791666363578,401.349060301587,57,0.957015750882019,0,2,1,0.492916472105375
"409",409,"서울특별시","강동구","상일동",1125052,1174052000,4.20647773279352,1.22222222222222,188.947368421053,550.535714285714,222.39064723339,644.964621907309,43,1.11916122647398,1,3,1,0.905734845356623
"410",410,"서울특별시","강동구","명일1동",1125053,1174053000,15.0123456790123,4.83333333333333,131.522895125554,703.796420581656,227.907505318509,531.014616625752,19,1.00811249889822,2,3,1,0.666063246370321
"411",411,"서울특별시","강동구","명일2동",1125054,1174054000,10.7134986225895,2.75247524752475,127.263318112633,670.806378132118,159.586444787812,484.400127911245,17,1.11356028796634,0,2,1,0.516597481938227
"412",412,"서울특별시","강동구","고덕1동",1125055,1174055000,1.6865671641791,1.28571428571429,40.35477582846,176.581018518519,145.747114820529,571.760462013828,21,0.968062822961397,1,2,1,0.555543719055642
"413",413,"서울특별시","강동구","고덕2동",1125056,1174056000,2.36936936936937,2.05769230769231,88.5308411214953,311.463414634146,114.416256701926,527.69232009458,17,0.956551375274311,0,2,1,0.53428299436237
"414",414,"서울특별시","강동구","암사1동",1125072,1174057000,14.2457912457912,2.47457627118644,81.6998420221169,1058.64705882353,118.863519096887,463.30582307318,12,1.04795073855284,1,2,1,0.486432878751826
"415",415,"서울특별시","강동구","암사2동",1125058,1174058000,4.09745762711864,3.03636363636364,92.3674698795181,355.729452054795,136.869855968829,582.169379046781,7,0.959773562633075,0,2,1,0.567092663927003
"416",416,"서울특별시","강동구","암사3동",1125059,1174059000,1.125,2.14035087719298,55.4761904761905,315.028503562945,225.886086906463,588.517945053275,11,1.07798323895643,0,3,1,0.707097538621848
"417",417,"서울특별시","강동구","천호1동",1125061,1174060000,19.8064516129032,1.25,90.9407540394973,740.221393034826,102.378528230563,416.204719091789,19,1.06729743102726,0,2,1,0.463771191136382
"418",418,"서울특별시","강동구","천호2동",1125073,1174061000,23.4562841530055,15.6577946768061,183.587529976019,1509.33447098976,94.9295117273488,495.699554037315,30,1.04183921898838,0,2,1,0.529069575694644
"419",419,"서울특별시","강동구","천호3동",1125063,1174062000,16.4,18.5275229357798,103.992555831266,685.790281329923,105.150507279167,491.361853994401,13,1.03675761820271,0,2,1,0.449867938920308
"420",420,"서울특별시","강동구","성내1동",1125065,1174064000,10.7146118721461,2.85294117647059,54.1962025316456,474.140186915888,157.173930297962,575.591571092169,20,1.19766437953446,1,2,1,0.564254919525953
"421",421,"서울특별시","강동구","성내2동",1125066,1174065000,19.7837837837838,3.14,114.188059701493,982.503225806452,129.466301800423,536.756089284139,17,1.11536352124069,3,2,1,0.542678650792605
"422",422,"서울특별시","강동구","성내3동",1125067,1174066000,20.3815789473684,3.7239263803681,147.923913043478,1097.6064516129,138.293679014328,486.873393589803,14,1.15466788029129,1,2,1,0.52189590133436
"423",423,"서울특별시","강동구","길동",1125074,1174068500,26.0416666666667,21.2169117647059,285.643442622951,1383.19134396355,177.355185814994,682.153511227654,33,1.10544481998044,1,2,1,0.710516439761557
"424",424,"서울특별시","강동구","둔촌1동",1125070,1174069000,52.0851232212415,1.22727272727273,12.2636363636364,60.5036496350365,111.558095237371,327.59969325,8,1.06781440398072,0,2,1,0.361010813494114
"425",425,"서울특별시","강동구","둔촌2동",1125071,1174070000,5.1841155234657,1.59375,150.885752688172,893.947368421053,144.93261044668,531.215468230733,30,1.15226392448232,1,2,1,0.587030277573119
